,date,content,id,user,replyCount,retweetCount,likeCount,quoteCount,place,hashtags,followers,friends,ijoy
104848,2020-05-09T22:42:39+00:00,"@illGatesMusic @godislikeme you just brought so much joy &amp; many smiles to the feed, thank you!!! ❤️🧡💛💚💙💜🖤🤍🤎💞💓💗💖💝💟",1259252471056289793,lucy lookin 4ward to live music! 🔊,0,0,2,0,Chicago,,2497,4912,1
105402,2020-05-09T21:46:25+00:00,Comparison is the thief of joy. If you compare yourself to somebody else you automatically lose,1259238321055817728,Towards the East,0,2,17,0,Chicago,,1592,1241,1
106884,2020-05-09T19:22:06+00:00,"💠The  Joy and the Laughter💠 #KevlarBLightning 

Really enjoying the mindfulness that makeup application gives me during a lot of hectic nothingness. 

However, I really need some lash glue. 

See a full set of poses… https://t.co/flr5uV4nqQ",1259202001289830401,⚡Kevlar B Lightning⚡,0,0,1,0,Chicago,['KevlarBLightning'],320,218,1
109099,2020-05-09T16:14:14+00:00,Give me strength to get rid of that which does not bring me joy. https://t.co/krZT74BgdD,1259154723225112576,Andrea Faye Hart,3,0,9,0,Chicago,,3395,3129,1
110284,2020-05-09T14:24:11+00:00,"#LittleRichard Rest In Peace.
You are a King. You were an inspiration. You were a huge part of our American fabric.

You brought us joy. ☮️💟♾",1259127026822283267,aluke,0,0,1,0,Chicago,['LittleRichard'],102,474,1
111349,2020-05-09T11:54:49+00:00,"Today, in an effort to ‘Spread Some Joy’ and ‘Beat the Quarantine Blues’, I will perform a “Balcony Concert” for the residents of my building—and anyone who’s walking by—here, in a still VERY locked down Chicago!… https://t.co/5TVFBsHECb",1259089439520886785,David Cangelosi,0,0,3,0,Chicago,,147,1,1
111778,2020-05-09T08:31:22+00:00,is it like a defense mechanism for girls to say they work at Joy but they don’t 🤡🤡🤡🤡,1259038236921548800,satanic hispanic,2,0,9,0,Chicago,,825,467,1
116047,2020-05-09T00:19:02+00:00,"On behalf of my dear wife Rivka and myself, we wanted to thank you all dear friends, for a week full of Mitzvot and Chessed, Kindness and the Joy of a Good Deed from all of you. 
Shabbat Shalom and have a grace… https://t.co/Wq2pKz6GsZ",1258914339379167238,Chabad of Downtown,0,1,0,0,Chicago,,556,291,1
116134,2020-05-09T00:11:51+00:00,@agravewoman @CafeMutant @davegeister @SaxtonCh @therealjoebob @kinky_horror Thank you so much for guest hosting this week’s @CafeMutant! Your Minnesota Pickle Martini is 🔥 &amp; it’s always a joy to talk to you! 🤗,1258912532015788035,Friendly Gayborhood Daddyman,1,1,4,0,Chicago,,3216,1606,1
116292,2020-05-10T23:58:04+00:00,"Happy Mother’s Day to my wife @gladz4u ! It’s not just for today but for everyday that we’re together, may we continue to bring laughter &amp; joy to each other. Continue to be strong, the loving mother to our two… https://t.co/6s7Ve74vn9",1259633838923436033,Frank Gonzo,0,0,0,0,Chicago,,134,302,1
118216,2020-05-10T20:52:15+00:00,"; @DesiPerkins , i know had badly you wanted a child 👶 sooo happy for you !! congrats ! i feel soo much joy in my heart ❤️ for you &amp; knowing the love that you share with us , you will be an amazing MOM ! happy mother’s day 🤰",1259587075256524800,SoCrosswire 👑,0,0,0,0,Chicago,,763,455,1
118340,2020-05-10T20:41:36+00:00,This dude really said in joy instead of enjoy 🤣🤣🤣🤦‍♀️,1259584393607340032,🇬🇹,0,0,0,0,Chicago,,429,324,1
118871,2020-05-10T19:49:28+00:00,"Let’s just love our moms &amp; celebrate an aspect of womanhood that many embrace w/ joy. Though at times their role pierces them w/ difficulties, none of us would be here w/o some line whom we called “mom” in our lives. Even our mothers at heart. #MothersDay https://t.co/y5cnJI5DFA",1259571274050932741,Wednesday Comix,1,0,0,0,Chicago,['MothersDay'],1863,3302,1
118971,2020-05-10T19:40:43+00:00,I think I’m gonna give my kid my dead name bc it’s caused me so much joy in my life :-),1259569073358278656,Maxine,0,0,0,0,Chicago,,29,367,1
119563,2020-05-10T18:40:54+00:00,"#NowWatching

Villains (2019)
Dir. Dan Berk &amp; Robert Olson

Quirky horror film that serves more as a love letter to some great character acting than the genre. Part home invasion, part people under the stairs &amp; lots of the kitchen sink - light &amp; fun - Skarsgård is a joy to watch. https://t.co/ZtX2Cr50SR",1259554022169686022,Friendly Gayborhood Daddyman,2,0,5,0,Chicago,['NowWatching'],3216,1606,1
119606,2020-05-10T18:37:03+00:00,"I don’t get at all, how people love and get joy from arguing??? Like why?",1259553053545500672,karime,0,0,2,0,Chicago,,439,293,1
120405,2020-05-10T17:26:49+00:00,I can honestly say this has been the best Mother’s Day in years. Overwhelmed with emotions of happiness and joy. Thanking God for it all.,1259535375321780224,browngirldreaming,0,0,3,0,Chicago,,437,500,1
121879,2020-05-10T15:28:28+00:00,"To all who birth/ed dreams, people and realities -  Mother’s Day blessings! #Miracles multiplied today and in these days! #Peace #Healing #Restoration #Reconciliation #Joy @ The Gathering Chicago https://t.co/3zu0R3Uar1",1259505591925518336,The Gathering Chicago,0,0,0,0,Chicago,"['Miracles', 'Peace', 'Healing', 'Restoration', 'Reconciliation', 'Joy']",62,279,1
122054,2020-05-10T15:11:44+00:00,"@_sarah_mags_ Thanks, Sarah. We’ve been nonstop crying. I know this gets easier but right now we’re just trying to focus on the joy she brought us (which only makes it harder). 🖤",1259501383151161345,Zack Mast,0,0,1,0,Chicago,,1038,1422,1
122497,2020-05-10T14:28:45+00:00,"But the fruit of the spirit is love,joy,peace,forbearance,kindness,goodness,faithfulness,gentleness and self-control. Against such things there is no law. Galatians 5:22-23",1259490563327434754,💖💖Denise💖💖,0,0,0,0,Chicago,,53,347,1
122801,2020-05-10T13:56:59+00:00,Tears of joy maybe https://t.co/FHzbUchTQq,1259482568883417088,threat 🇭🇳🇯🇵,0,0,0,0,Chicago,,835,750,1
123011,2020-05-10T13:32:09+00:00,"And to all the mothers out there who bring joy into my life each and every day, happy Mother’s Day! I hope y’all put your feet up and enjoy the day. Xoxo",1259476320574230530,Anthony Michael Kreis,6,7,268,0,Chicago,,29761,8022,1
123094,2020-05-10T13:20:24+00:00,These are tears of joy Meg. https://t.co/xS32g6VwKm,1259473364084838400,Thelonious Martin,0,3,34,0,Chicago,,27412,3002,1
125283,2020-05-10T04:16:23+00:00,"YEA MON! It's with SUPREME joy in heart that I wish a Blessed 47th Earthstrong to my Big bro @vellcannThe Realest, Most Supportive, Positive and Encouraging brotha mi could eva ask for!!! Been a true blessing in my… https://t.co/BAIgcH6YiB",1259336455912071170,PJ Cannon Jr,0,0,0,0,Chicago,,2135,250,1
125597,2020-05-10T03:49:32+00:00,"@benjiorlansky Thanks, Benji. We’re trying to focus on the joy but that just makes it harder. 🥺 But it’s important. Thank you.",1259329700977049600,Zack Mast,0,0,1,0,Chicago,,1038,1422,1
128496,2020-05-11T23:48:18+00:00,i cried tears of joy lol we’re all happy for you and steven. congrats again! https://t.co/Zj0BtxWprC,1259993767911833605,jackie,0,0,0,0,Chicago,,1191,1967,1
128687,2020-05-11T23:31:58+00:00,@mckiesdjlounge @BroknHeadphones @komelina @littlesteven_ug Agreed! But Brick “Dazz” is really good. And the trrrible direction of the Prince appearance where they don’t reveal he is only wearing panties under his trench coat until the last minute is a joy,1259989657145786369,Jake Austen,0,0,4,0,Chicago,,1084,1521,1
130086,2020-05-11T21:28:22+00:00,Today’s joy has been brought to you by driving barefoot (which inherently means Birkenstock season is upon us),1259958553303023617,Allie M,0,0,7,0,Chicago,,827,2306,1
130527,2020-05-11T20:50:31+00:00,"Performed a ‘very rough’ Covid-Concert from my downtown condo balcony on Saturday in an attempt to spread some joy, and provide a bit of respite. EVERY balcony was full, and TONS of people joined in via ZOOM. Have… https://t.co/JDhSlnhbK9",1259949027384328192,David Cangelosi,0,0,1,0,Chicago,,147,1,1
132977,2020-05-11T17:24:08+00:00,This will bring me joy forever https://t.co/gQao32FTxU,1259897088097296384,Kyle Garmes,0,1,9,0,Chicago,,1488,1202,1
133287,2020-05-11T17:00:19+00:00,"I watched each of these events with my daughters (14) &amp; (16) 

I have not always known the power that resides in me as a Black woman, but nothing brings me more joy and feels me up with pride like waking up Black! A #Black #Woman to be exact. 

I’m raising daughters who do! ✊🏽",1259891095187709953,Appreccia D.,0,0,0,0,Chicago,"['Black', 'Woman']",597,2978,1
133353,2020-05-11T16:54:33+00:00,This made me audibly gasped with joy 🥺💕 @annfriedman https://t.co/IMfQc1sNWX,1259889643111305220,Kandise Le Blanc,0,0,1,0,Evanston,,656,607,1
134247,2020-05-11T15:32:08+00:00,i only have one pie dish so i keep having to eat an enormous amount of pie so i can make another pie because the only thing that brings me joy these days is making (and eating) pie,1259868902710022144,rosie,0,0,9,0,Riverside,,1289,860,1
134297,2020-05-11T15:28:06+00:00,"The #Joy of this power in #Life.

#IAm 🌈💜🌎💫 https://t.co/DcPNfCPZSr",1259867886790811649,"PureEsperanza, NFP",0,1,4,0,Chicago,"['Joy', 'Life', 'IAm']",2785,2462,1
134568,2020-05-11T15:06:48+00:00,"Big love to @heartlandhelps team and @shedd_aquarium for bringing joy into our homes this morning! ♥️

My little dude was mesmerized by the penguins!🐧 #remotework #MondayMorning https://t.co/UfVFAg9dpw",1259862528764645378,melissa young,0,0,2,0,Chicago,"['remotework', 'MondayMorning']",1137,604,1
134591,2020-05-11T15:04:46+00:00,"Have You been feeling a draw to go Within?

Crept up at the onset of the Flower Full Super Moon, whispered &amp; #now loud &amp; clear.  

Entering retreat time &amp; away for a bit, friends. Sending Loving Energy for your courage to listen to your callings.

#IAm #Love #Joy #Peace 🌈💜🦋 https://t.co/mvECbDKYHm",1259862017164357633,Esperanza Smith,0,0,0,0,Chicago,"['now', 'IAm', 'Love', 'Joy', 'Peace']",590,578,1
134693,2020-05-11T14:54:43+00:00,@natasha_writing A mortal illness ended your husband’s life and you &amp; your family have my deepest sympathies &amp; hope that one day soon all your memories of him will bring you comfort &amp; joy.,1259859488770752512,𝐀𝐥𝐰𝐚𝐲𝐬 𝐓𝐡𝐢𝐧𝐤𝐢𝐧𝐠🤔,0,0,0,0,Chicago,,4210,4231,1
136355,2020-05-11T09:44:26+00:00,@RedHourBen So sorry for your loss Ben. Your father gave us endless laughs and so much joy.,1259781401005694977,Gen. Thoughts,0,0,0,0,Chicago,,325,309,1
137677,2020-05-11T04:25:14+00:00,"It’s crazy how My Joy wants to be just like me while I yearn to be more like her. 👸🏾🙇🏾‍♀️
💞 Happy Mother’s Day!
#mine #thelife #MyJoy @ South Side, Chicago https://t.co/cctD6UVsnY",1259701072899313665,"Sincerely, Tyra: #SlayTheDream",1,0,2,0,Chicago,"['mine', 'thelife', 'MyJoy']",1378,5003,1
137689,2020-05-11T04:23:59+00:00,"Glad to call you daughter, My Joy. 💞 
#mine #thelife #MyJoy @ Chicago, Illinois https://t.co/AZu7LsaxW7",1259700756279521280,"Sincerely, Tyra: #SlayTheDream",0,0,0,0,Chicago,"['mine', 'thelife', 'MyJoy']",1378,5003,1
137987,2020-05-11T03:53:44+00:00,This is why you have to look at people that try to steal your joy like they're crazy.  Know your mind.  Know your truth.   #Thread https://t.co/bSOoixvUaT,1259693146788827139,WoodlawnWonder,0,0,2,0,Chicago,['Thread'],1894,816,1
138245,2020-05-11T03:31:49+00:00,@HoarseWisperer @kathygriffin I think joy &amp; laughter are the only sane response to this &amp; I’m thrilled I came across it! Bless you both &amp; your moms 😉,1259687628905033728,𝐀𝐥𝐰𝐚𝐲𝐬 𝐓𝐡𝐢𝐧𝐤𝐢𝐧𝐠🤔,0,0,39,0,Chicago,,4210,4231,1
142246,2020-05-12T23:01:17+00:00,"My Virtual Voyages are featured in @travelpulse today!

This article perfectly sums up why I created the Voyages - to help travel enthusiasts fulfill that need for adventure, inspiration, and joy that travel… https://t.co/U0GEJBTZwC",1260344325625561089,Carpe Diem Traveler,0,0,0,0,Chicago,,1929,2099,1
144022,2020-05-12T20:24:21+00:00,@traependergrast @ShikhaJainMD @GetMePPEchi @getusppe @IMPACT4HC @tmprowell @evebmd @meganranney @LJoyZ_MD @alikhan28 I know this is completely self serving and not really PC but seeing your kid jumping up and down screaming with joy outside (with a mask on and socially distanced of course) when they are less than enthusiastic about zoom #homeschooling is just everything,1260304828204539906,Vinny Arora MD MAPP,2,0,4,0,Chicago,['homeschooling'],41769,7398,1
145431,2020-05-12T18:16:09+00:00,"TWP Board of Directors member Diane Miller shares some Christian contemplative faith stream concepts that will help bring joy and peace to both teachers and students.

Read about these simple, yet powerful, activities at https://t.co/ESel2NgZfP⁣

Please Like, Comment, &amp; Share!⁣ https://t.co/FxLyFW26cq",1260272567522377734,Teachers Who Pray,0,0,0,0,Chicago,,377,134,1
147141,2020-05-12T16:13:29+00:00,@rssatterwhite Yes! We have a breeding pair! Currently two chicks on the nest! Southwest corner of the park! Such a joy to watch!,1260241697931497472,Ryan Fuller,0,0,1,0,Chicago,,389,535,1
147778,2020-05-12T15:21:34+00:00,"Challenge 2 complete ✔️ 
One of my favorite things to do on beautiful mornings such as these is swing in the sunshine &amp; reflect. Definitely brings me a lot of joy &amp; relaxation. 
#positivitychallenge #2relaxations https://t.co/Zo0XoaZQxA",1260228633030950913,Nicole Inglot,0,0,3,0,Chicago,"['positivitychallenge', '2relaxations']",248,271,1
147844,2020-05-12T15:15:53+00:00,"This is the slice of joy I needed right now!  Can't wait to watch it over &amp; over &amp; over &amp; over.

😍😍😍 https://t.co/0JzuwGV5Ce",1260227202320302084,val capone: she/her,0,2,4,0,Chicago,,2753,2814,1
148374,2020-05-12T14:28:12+00:00,"Do you sometimes feel like a child dreaming about going through a portal that takes you to an enchanted world of wondrous beauty, sheer joy and dreams coming true?  This is “Teddy’s Portal” by Jack Perno.  Let’s all… https://t.co/OHHaII2Ls3",1260215201514901507,Hilton Asmus Contemporary,0,0,0,0,Chicago,,112,287,1
149296,2020-05-12T12:43:16+00:00,"❤️ #BackToTheFuture? Don’t pass up this reunion with most major cast members, director, writer &amp; more, hosted with great joy by fanboy Josh Gad. Great scott, it’s fun!
https://t.co/k0Fw3B2Tj5",1260188794633977857,David Fell,0,0,0,0,Chicago,['BackToTheFuture'],733,2001,1
150053,2020-05-12T07:41:57+00:00,"One. That girl strong as hell and is a REAL friend. Too many times I’ve seen girls stranded by their own people.

Two. You don’t need to ever get to this point. 
Where the joy in it?? Lol https://t.co/gsXl4V6XwC",1260112965673594880,Cecilia Reyes,2,0,3,0,Chicago,,1326,1018,1
150344,2020-05-12T06:25:09+00:00,"we’ve had a couple classes together and did some work together, you’re really cool and a joy to see",1260093639285444609,zay 🤞🏽,0,0,0,0,Chicago,,705,562,1
150417,2020-05-12T06:13:37+00:00,"your style is amazing and it’s always a joy to see you, we should talk more",1260090737410146304,zay 🤞🏽,0,0,0,0,Chicago,,705,562,1
150849,2020-05-12T05:09:16+00:00,@TomFitton @JudicialWatch @realDonaldTrump Black is good. Keep going with joy!,1260074540484497409,Bat Sheva,0,0,0,0,Chicago,,465,1517,1
151634,2020-05-12T03:38:52+00:00,"yesterday was my 18th “birthday”. my gratitude for sobriety can’t be over stated.  every ounce of joy, love &amp; even pain (real, unmuted emotion) in my life exists because i chose to ask for help. if you are struggling… https://t.co/NVdD0vsEwO",1260051794014744577,David Dastmalchian,53,24,481,2,Chicago,,61398,508,1
152245,2020-05-12T02:41:12+00:00,"Falsetto is getting stronger, and that truly brings me joy! When I tell u I’ve been working on it.. lawd!",1260037281525743617,Ryan Alexander,0,0,0,0,Chicago,,192,203,1
153260,2020-05-12T01:20:41+00:00,@allisonjune_ This gives me joy....whats my vaginas name?,1260017018671005698,Your Mom,2,0,0,0,Chicago,,3752,2303,1
154041,2020-05-12T00:25:30+00:00,"We just treated ourselves to a seven course take home meal from the Michelin Star rated restaurant, Alinea. They are celebrating their 15th anniversary &amp; pulled all the stops. The 7 course meal came with 4 pages of narratives &amp; instructions re: each dish. What a joy! https://t.co/m5pup10f3m",1260003131020247046,Kelly Fumiko Weiss,1,0,4,0,Alinea,,429,776,1
155543,2020-05-13T22:21:47+00:00,"@ryanejenkins @wonderfulideaco @BennettDay @misterreynolds @CabaretMT What a joy @ryanejenkins it was to witness you &amp; @misterreynolds tinker together via the screen ... and the way you transformed your creation with #googlyeyes #goldenwings ... reminded me of Gonzo in a gold cape, flying across above the @TheMuppets stage while peddling on a bike",1260696771744993280,"Kelly Page, Ph.D",0,0,5,0,Oak Park,"['googlyeyes', 'goldenwings']",2837,3914,1
155735,2020-05-13T22:05:46+00:00,"missin this group of amazing people who were brought into my life 5 months ago today. missin the shows. missin the utter joy in my bones from this music. missin it all everyday. 

“here we! here we! here we fuckin go!” https://t.co/7zsDox9C1D",1260692742440652800,shay | ψ🧣,2,1,4,1,Aragon Ballroom,,252,395,1
156061,2020-05-13T21:35:59+00:00,"For this evening, there is no ‘Rona, there are no corrupt clowns in Washington, there is nothing but joy and great music. #StevieWonder70",1260685247135522819,Damon,0,1,8,0,Chicago,['StevieWonder70'],2558,4132,1
156888,2020-05-13T20:25:03+00:00,"So honored to recognize our first responders and thrilled to bring joy, happiness and yumminess to them! @KelloggsRDs @ElmhurstHealth https://t.co/XWTd5CJ7gL",1260667392994283521,davidgrotto,2,1,15,1,Elmhurst,,11054,7416,1
157044,2020-05-13T20:12:54+00:00,"I love the precise timing of everything, it’s such a joy to listen to! @PSB_HQ @Tim_Burgess #TimsTwitterListeningParty",1260664336386834433,Thrilled And Bored,1,0,1,0,Chicago,['TimsTwitterListeningParty'],424,685,1
159504,2020-05-13T16:51:48+00:00,Joy Taylor so damn fine bruh. My god.,1260613726241243136,🦛,0,1,0,0,Chicago,,724,1205,1
160255,2020-05-13T15:57:46+00:00,@turnermadelain This brought some joy this morning. Thank you and super amazing!,1260600129461071872,John Laffler🐊,0,0,1,0,Chicago,,7162,1453,1
160790,2020-05-13T15:18:49+00:00,"@EdgeofSports Isn't the lesson of MJ that winning, becoming GOAT doesn't inherently fill him w/ joy &amp; satisfaction. As a die hard Bulls+MJ fan, there was no greater lesson to him than winning. You can be like Russell or like MJ. One's not better than the other when each gets you the same win.",1260590327683059712,Ben Weinberg,2,0,0,0,Evanston,,467,974,1
161000,2020-05-13T15:03:37+00:00,Head... is like the sweetest joy next to gettin Pussy https://t.co/WsMyFvtc8u,1260586503283097604,Terrance Qualls,0,0,0,0,Chicago,,19,281,1
161660,2020-05-13T13:59:01+00:00,Tulips and daffys for days oh my! Thank you friends and fam for all the at home birthday joy. #flowers #love @ Home https://t.co/SoXCq5kd98,1260570245196124163,Debi Lilly,0,0,0,0,Chicago,"['flowers', 'love']",5063,4741,1
162875,2020-05-13T10:16:13+00:00,"@BlueAngels Thank you @BlueAngels! We enjoyed your flyby from the 22nd floor @LurieChildrens.  We broke from our weekly #Neurodevelopmental meeting #SocialDistancing, finding the #Joy in your presence, and #Stayingstrong. #FlorenceNightingale200 https://t.co/x5AcbIXcAc",1260514177644453888,Michelle Steltzer,0,0,3,0,Chicago,"['Neurodevelopmental', 'SocialDistancing', 'Joy', 'Stayingstrong', 'FlorenceNightingale200']",1022,2817,1
163043,2020-05-13T08:54:16+00:00,what a joy it is to be alive. to get another chance.,1260493554306203648,Malik Westmoreland 🌙,1,4,10,1,Chicago,,1075,620,1
165644,2020-05-13T02:26:31+00:00,"@StarWarsOnly2 I can agree with that. I usually don't agree with critics, because despite the prequels not being the best they still feel like Star Wars. When I look at them they spark a sense of joy that I felt from the OT. I thought with Rogue One Disney figured it out, but wokeness was da MO",1260395971047051265,Jonathan A. Perry-鈴木🇯🇵🇺🇸,0,0,0,0,Chicago,,77,458,1
167113,2020-05-13T00:32:44+00:00,People who make their friends feel embarrassed about their interests are weird as fuck and don’t deserve friends tbh. Just because you don’t find something interesting doesn’t mean you should make your friend feel weird about finding joy in it.,1260367337544462346,Brady ‘96,0,0,7,0,Chicago,,763,195,1
169275,2020-05-14T21:51:06+00:00,"On this afternoon’s safe, masked, socially distanced 3-miler, I took great joy in looking everyone without a mask in the eye, telling “wear a mask!,” and then making very loud coughing noises. 

😋 😋 😋 😷 🏃🏻",1261051436672172033,Matty Zaradich,1,0,13,0,Chicago,,2782,2102,1
169803,2020-05-14T21:13:30+00:00,We heard you! Gift cards are now available for purchase through our website! Offer the joy of board games and desserts to friends and loved ones and support your favorite board game cafe with a Relo's gift card!… https://t.co/Gn1xi0nQkJ,1261041976994140160,Relo's Board Game & Dessert Cafe,0,0,0,0,Chicago,,25,1,1
172848,2020-05-14T17:32:46+00:00,"Me: You came back to the video chat during my office hours?!

4th grader: Hey!

Me: You need help with an assignment? 

Them: No 

Me: You have any questions? 

Them: Nope 

Me: So... uh... 

Them: I just wanted to talk to you.

Then 20 minutes of pure joy ❤️#RelationshipsMatter",1260986426273017863,Dwayne Reed,24,40,815,8,Chicago,['RelationshipsMatter'],61213,173,1
173655,2020-05-14T16:39:36+00:00,"My main source of joy in 2020. 😍🌷 @ River West, Chicago https://t.co/Nz9LTO6Myd",1260973045302218753,Jehan,0,0,1,0,Chicago,,274,460,1
174716,2020-05-14T15:20:09+00:00,"The fragrance always stays in the hand that gives the rose... It’s been such a joy to watch your kindness, floral orders and thoughtful gifts flowing. Mother’s Day weekend was so beautiful delivering curbside all… https://t.co/LQW73E9hfF",1260953050270883840,Debi Lilly,0,0,0,0,Chicago,,5063,4741,1
175129,2020-05-14T14:38:35+00:00,"Lord Jesus, may we find joy in being united with You in an unbreakable bond of love and joy. Make us fruitful in Your love, mercy, kindness and compassion all the days of our lives.",1260942591333466113,brcampmin,0,0,1,0,Oak Lawn,,156,189,1
177341,2020-05-14T07:46:01+00:00,"""Water stirs the heart, inspires imagination and brings eternal joy to the soul""

Follow @mohd_ashar !

#chicagoshoreline #chicagodiaries #navypier #navypierchicago #navypierferriswheel #chicagophotographer #chicago… https://t.co/nYO2zsDLA2",1260838766765277187,Mohammad Ashar,0,0,0,0,Chicago,"['chicagoshoreline', 'chicagodiaries', 'navypier', 'navypierchicago', 'navypierferriswheel', 'chicagophotographer', 'chicago']",100,181,1
179965,2020-05-14T02:17:27+00:00,Today's joy: I got my pokeball grinder in the mail. Her name is Ball Tha Czar and I love her.,1260756077362241536,🎄Gucci Membrane🎄,1,1,1,0,Chicago,,381,1980,1
180544,2020-05-14T01:31:18+00:00,"Dwelling. The new normal. ⁣
⁣⁣⁣⁣⁣
⁣⁣⁣⁣⁣#littlebarnapothecary #dwelling #homefragrance #wellness #scentjourney #olfactory #candles #comfort #joy ⁣

⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣ @ Little Barn Apothecary https://t.co/VHgQoga6vf",1260744465657982977,Little Barn Apothecary,0,0,0,0,Chicago,"['littlebarnapothecary', 'dwelling', 'homefragrance', 'wellness', 'scentjourney', 'olfactory', 'candles', 'comfort', 'joy']",565,156,1
181293,2020-05-14T00:34:23+00:00,Woah swedish fish don't have shit to do with this. Ain't did nothing but spread joy to people. https://t.co/svPE5sgdSv,1260730141942198272,Acid°,0,0,1,0,Chicago,,717,421,1
181809,2020-05-15T23:50:31+00:00,@AlohaPete @CafeMutant @therealjoebob @kinky_horror Thank you Pete! Yoh make every show a joy - thank you so much for the amazing support!,1261443876885278723,Friendly Gayborhood Daddyman,1,0,2,0,Chicago,,3216,1606,1
182557,2020-05-15T22:47:57+00:00,"@GuinnessIsACat Of which you are doing an excellent job! Which wasn’t even a thing I knew one could be good at until seeing you, Guinness, doing so. I am sure your pointy claws will be placed into all manner of exotic citrus fruits and it will bring you joy",1261428130490626048,John Laffler🐊,0,0,0,0,Chicago,,7162,1453,1
183128,2020-05-15T22:00:27+00:00,I don’t think the goal of this life is happiness as much as peace. Ofc put pockets of joy wherever you can but peace is a lot more sustainable than happiness,1261416177856679937,Fashion Queen Vee👑✨,0,0,3,0,Chicago,,3689,1160,1
183952,2020-05-15T20:57:14+00:00,"Be the person to bring happiness and joy in someone else’s life, even if you don’t have any in yours. You never know how you can help someone and change their life and how many good deeds you get from it",1261400268463276037,bugeyedbitch🌻,0,1,2,0,Skokie,,201,322,1
184000,2020-05-15T20:53:13+00:00,"@meganganz “I’m sorry, I can’t hear you. I’m in a hot tube.” Brought me so much joy. 🤣😂🤣",1261399256855764992,Jazmin Robinson,0,0,0,0,Chicago,,253,611,1
185058,2020-05-15T19:21:59+00:00,What we do in the shadows is pure joy https://t.co/CVrgfgU581,1261376298334576640,Sommelier of Quality Nonsense,0,0,0,0,Chicago,,314,1871,1
185522,2020-05-15T18:42:39+00:00,"@CS_Bodan @SiDeKiCc2001 It was definitely a joy to work on— made crew breaks comfortable, and working, easy to maneuver around, with so much room in the galleys.",1261366400876269569,Sara,1,0,1,0,Chicago,,193,288,1
185807,2020-05-15T18:19:37+00:00,Today’s @GLACUHO Conference Ops &amp;  elected board mtg gave me so much joy today. So good to see those faces and talk about the needs of the association! So thankful for this group! #glacuho,1261360604209700864,Quiana Stone,0,0,2,0,Chicago,['glacuho'],943,1282,1
187125,2020-05-15T16:44:28+00:00,Kids these days won’t know the joy of kolo beating,1261336656617103360,Phil,0,0,0,0,Chicago,,3821,2743,1
187535,2020-05-15T16:14:05+00:00,"I think you have to find joy in little things. Like coffee ice cubes! As your iced coffee melts, it makes you more iced coffee! https://t.co/whhhbucIiZ",1261329010639937538,Michelle Brut🦃n,9,0,43,2,Chicago,,10268,3026,1
187835,2020-05-15T15:52:48+00:00,@conspiracylife Every one of them work my nerves (Sunny less so) but it brings me joy to watch them get a bitch together,1261323657114255360,moderna hive 👆🏽,0,0,0,0,Chicago,,365,593,1
188377,2020-05-15T15:13:58+00:00,Pure joy listening to this. 🔥🔥 https://t.co/gRAInhPatS,1261313882620080130,Appreccia D.,0,0,0,0,Chicago,,597,2978,1
190528,2020-05-15T10:08:51+00:00,"I've been a champion for @Surge_Institute b/c it's transformed my life on all levels. Next week, I have the honor &amp; joy of speaking about this experience on a panel at our #LeadTheSurge Virtual event! If you are a Black or Latinx edu. leader, I highly recommend you check it out! https://t.co/sg2L0HpJMN",1261237096657883136,PeeplesVoice,0,0,4,0,Chicago,['LeadTheSurge'],3914,1540,1
192808,2020-05-15T03:28:57+00:00,“There’s still a lot of joy to find so I’m workin on that” https://t.co/iULjiUulZc,1261136459706388481,dear the protagonist,0,0,2,0,Chicago,,315,441,1
196458,2020-05-16T23:21:24+00:00,"@KendraScott Spring Launch Event 
Did you know Kendra Cares began as a program that brings the magic and joy of their COLOR BAR to pediatric hospitals, giving patients and their caregivers a break from their everyday to design their own piece of customized jewelry at no cost 💕 https://t.co/gcZJMpPWdL",1261798936236503045,Rockedbycort,0,0,0,0,Kendra Scott,,43,139,1
199465,2020-05-16T18:44:32+00:00,Find ecstasy in life; the mere sense of living is joy enough #emilydickinson,1261729260236128257,Let them eat cake,0,0,2,0,Chicago,['emilydickinson'],42,53,1
200235,2020-05-16T17:44:13+00:00,@christinaixchel 💛💛💛 Hearing birds has been my greatest joy lately. About to start folding laundry and opened the windows in my room. Hearing them sing made everything so much better.,1261714081821741058,maria arfanakis (galanis),0,0,4,0,Chicago,,14269,6993,1
202690,2020-05-16T14:20:45+00:00,"@Mdrc76Maia @strom_annette @pleasure74 @WifeySpice90 @LBSamuelsson @Shaken0Stirred @nhojhpesoj @JoKeRDJResists @captrwrpnts @Momof2in1year @lovemyjessica22 @cptnwtrpnts @ChrisToTheW @WIZARD6913 @ValH213 @CamiLee13 @slightmisplay @terribletara2 @JacquieLeyns @alxellt0308 @kelnoland2020 @ReSista_Barb @KlitzingChris @Limmered @MisleaderC @2broke2retire @FAQ4545 @phalarope @CunningSq16 @MEScott1013 @MomToMeatball @Tomi_R_B @DDD_101_ OH Joy, I know the boys will be happy about that",1261662880065376256,Rex Shields,3,0,1,0,Chicago,,5880,5295,1
